gene_names,CRISPRa_phenotype
CNOT1,-0.058378629
CNOT10,0.087896717
CNOT11,-0.103022376
CNOT2,0.119749306
CNOT3,0.080810548
CNOT4,-0.094043786
CNOT6,0.023075375
CNOT6L,0.085397987
CNOT7,-0.088350313
CNOT8,0.008756075
CNP,-0.039603223
CNPPD1,0.031863168
CNPY1,0.078375334
CNPY2,0.03644232
CNPY3,-0.025605629
CNPY4,-0.020211404
CNR1,0.02473447
CNR2,0.083246611
CNRIP1,0.074196011
CNST,0.02366261
CNTD1,-0.020450267
CNTF,-0.006330101
CNTLN,-0.010885668
CNTN1,0.021614446
CNTN3,0.010913734
CNTN4,-0.084439984
CNTN5,-0.170968249
CNTN6,-0.039742539
CNTNAP1,0.034601272
CNTNAP2,0.075138057
CNTNAP3B,-0.015268489
CNTNAP4,-0.00850733
CNTRL,0.195924028
CNTROB,-0.041502087
COA1,0.03855634
COA3,0.024800002
COA4,0.004987325
COA5,-0.035916452
COA6,0.024996519
COASY,0.020151825
COBL,0.124234679
COBLL1,0.035879283
COCH,-0.020120993
COG1,-0.087577838
COG2,0.073063935
COG3,-0.065054846
COG4,0.023193086
COG5,0.027881961
COG6,0.078021884
COG7,0.04647271
COG8,-0.032695752
COIL,-0.041510963
COL11A1,0.012411285
COL12A1,0.07005408
COL14A1,-0.016623557
COL15A1,0.016337457
COL18A1,0.021414298
COL19A1,-0.019017622
COL1A1,-0.02642451
COL1A2,0.042895733
COL23A1,0.039489767
COL26A1,-0.03030335
COL2A1,-0.049688077
COL3A1,0.009291276
COL4A1,-0.03026852
COL4A2,0.017663129
COL4A3,0.004402854
COL4A3BP,-0.014756429
COL4A4,0.041237676
COL4A5,0.062479943
COL4A6,-0.029415374
COL5A1,0.069328478
COL5A2,0.023424276
COL5A3,0.008100492
COL6A1,-0.067571731
COL6A2,-0.009630404
COL6A3,0.011942969
COL7A1,0.049205822
COL9A2,0.02587007
COL9A3,0.062045073
COLEC11,-0.015246256
COLGALT1,-0.0495315
COLGALT2,-0.006776702
COLQ,0.035932556
COMMD1,0.030833489
COMMD10,-0.0409448
COMMD2,-0.063005483
COMMD3,0.035817235
COMMD3-BMI1,0.002218958
COMMD4,-0.019087887
COMMD5,0.03863648
COMMD6,-0.014476812
COMMD7,0.103517686
COMMD8,0.035070327
COMMD9,0.019233434
COMP,0.010445707
COMT,0.157618831
COMTD1,0.032935845
COPA,0.03871736
COPB1,0.112492882
COPB2,0.023222533
COPE,0.07634032
COPG1,-0.021734894
COPG2,0.02294848
COPRS,0.011197873
COPS2,-0.013851123
COPS3,-0.001686886
COPS4,0.007419566
COPS5,-0.006647772
COPS6,-0.01826113
COPS7A,0.008600543
COPS7B,-0.052967337
COPS8,0.056999289
COPZ1,-0.012809922
COPZ2,-0.023003528
COQ10A,0.011772398
COQ10B,0.027716389
COQ2,0.010083944
COQ3,0.011079683
COQ4,0.013646879
COQ5,0.017792431
COQ6,0.01604644
COQ7,-0.001555402
COQ9,0.010279154
CORIN,0.047993601
CORO1A,0.098777021
CORO1B,0.128735391
CORO1C,0.016851267
CORO2A,0.153208953
CORO2B,-0.124896236
CORO6,-0.020306429
CORO7,-0.040103159
CORO7-PAM16,-0.020524057
CORT,0.029699513
COTL1,0.10588649
COX10,-0.009545263
COX11,-0.059775363
COX14,0.059459106
COX15,0.066226615
COX16,-0.003106776
COX17,-0.002897729
COX18,0.015153589
COX19,0.0160277
COX20,0.019465122
COX4I1,0.055545465
COX4I2,-0.104360886
COX5A,-0.012230261
COX5B,0.023171538
COX6A1,0.036977271
COX6A2,0.034402443
COX6B1,0.056390087
COX6B2,-0.003461473
COX6C,0.034492329
COX7A1,0.016420424
COX7A2,-0.026137834
COX7A2L,0.014573235
COX7B,-0.011227229
COX7B2,0.018643971
COX7C,0.049618379
COX8A,0.054473306
COX8C,0.030493962
CP,0.013337713
CPA1,0.048140051
CPA2,0.035431054
CPA3,-0.006157191
CPA4,0.008657347
CPA5,0.074834232
CPA6,0.03114424
CPAMD8,0.006639568
CPB1,0.020627672
CPB2,0.014260089
CPD,0.280736769
CPE,0.029898466
CPEB1,-0.094853802
CPEB2,-0.092572235
CPEB3,-0.073620068
CPEB4,-0.145320321
CPED1,-0.028449928
CPLX1,-0.020921218
CPLX2,0.059478589
CPLX3,0.028001724
CPLX4,0.039704658
CPM,0.252914568
CPN1,0.01799688
CPN2,0.060743963
CPNE1,0.047162277
CPNE2,-0.051846055
CPNE3,0.153571162
CPNE4,0.015085214
CPNE6,0.041901277
CPNE7,0.066166444
CPNE8,0.055012839
CPNE9,-0.030628705
CPO,0.043284479
CPOX,0.06831088
CPPED1,0.152364119
CPQ,0.018945605
CPS1,0.023576306
CPSF1,0.006720549
CPSF2,-0.057014254
CPSF3,-0.051798661
CPSF3L,0.063178033
CPSF4,0.015809151
CPSF4L,-0.0523282
CPSF6,-0.020258589
CPSF7,0.018072919
CPT1A,0.010272849
CPT1B,0.01593915
CPT1C,-0.008191598
CPT2,0.031303527
CPVL,-0.070641181
CPXCR1,0.041031496
CPXM1,0.022939338
CPXM2,-0.018676169
CPZ,-0.010178939
CR1L,0.045172988
CR2,-0.007617106
CRABP1,0.045065862
CRABP2,0.052419412
CRADD,0.089261809
CRAMP1L,-0.023904847
CRAT,0.058749162
CRB2,-0.060243757
CRB3,-0.02180632
CRBN,0.035037746
CRCP,-0.026200804
CREB1,0.024004224
CREB3,-0.011408329
CREB3L1,-0.039508956
CREB3L2,-0.017968174
CREB3L3,0.025392679
CREB3L4,-0.087939559
CREB5,-0.075719245
CREBBP,0.089525348
CREBL2,0.057524942
CREBRF,-0.01649122
CREBZF,0.053251162
CREG1,0.039927906
CREG2,-0.046072281
CRELD1,-0.028668004
CRELD2,-0.020327334
CREM,-0.028054451
CRH,-0.034263763
CRIM1,0.076015415
CRIP2,-0.063497592
CRIP3,-0.043948307
CRIPAK,0.009610209
CRIPT,-0.01031649
CRISPLD1,0.029617449
CRISPLD2,-0.040992782
CRK,-0.02121099
CRKL,0.02491505
CRLF1,-0.094148752
CRLF3,-0.020517512
CRLS1,-0.040198765
CRNKL1,0.024101316
CROCC,0.019603668
CROT,-0.103973568
CRP,0.03060775
CRTAP,-0.024260195
CRTC1,-0.065253822
CRTC2,-0.306785277
CRTC3,-0.710879181
CRX,-0.065900486
CRY1,0.026473532
CRY2,-0.040631709
CRYAA,0.055471583
CRYAB,0.020405377
CRYBA1,-0.013672565
CRYBA2,-0.321663766
CRYBA4,0.029695083
CRYBB1,0.041637954
CRYBB2,0.023834079
CRYBB3,-0.018174723
CRYGA,0.037489309
CRYGB,0.001191793
CRYGC,0.005571493
CRYGD,0.035499992
CRYGN,-2.34E-05
CRYGS,-0.103825241
CRYL1,-0.032407972
CRYM,0.113090178
CRYZ,0.076657987
CRYZL1,-0.020971413
CS,0.124945253
CSAD,-0.07324184
CSAG1,0.003991599
CSAG2,-0.03404466
CSDC2,0.040809435
CSDE1,0.037333126
CSE1L,-0.037232196
CSF1,0.137672768
CSF1R,-0.030892642
CSF2,-0.036322445
CSF2RA,-0.056496999
CSF2RB,0.009809286
CSF3,-0.041454617
CSF3R,-0.006059668
CSGALNACT1,-0.0126566
CSGALNACT2,-0.016818374
CSK,0.07607008
CSMD1,0.046163122
CSMD3,0.011074998
CSNK1A1,0.007355498
CSNK1A1L,-0.014456884
CSNK1D,0.066520014
CSNK1E,0.071326402
CSNK1G1,0.005108665
CSNK1G2,0.23577179
CSNK1G3,0.012417787
CSNK2A1,0.212705251
CSNK2A2,-0.019825551
CSNK2B,-0.078773277
CSPG4,-0.013366954
CSPG5,-0.061230166
CSPP1,-0.023155365
CSRNP1,0.163128999
CSRNP2,-0.016177318
CSRP1,-0.045512501
CSRP2,0.047264765
CSRP2BP,0.02789937
CSRP3,0.057100571
CST1,0.012177425
CST2,0.084448622
CST3,0.081952181
CST4,0.0200662
CST5,0.093989213
CST6,-0.078916219
CST7,-0.002771862
CST8,-0.012983882
CSTA,-0.013951686
CSTB,-0.01625664
CSTF1,0.060541729
CSTF2,0.051679708
CSTF2T,0.015862349
CSTF3,0.011004309
CT45A5,-0.003208552
CT45A6,0.072460486
CTAG1A,-0.04609433
CTAG1B,0.13156003
CTAG2,-0.061931204
CTAGE1,0.070335537
CTAGE5,-0.024778636
CTBP1,0.023418667
CTBP2,-0.009080293
CTBS,-0.059832602
CTC1,-0.003224342
CTCF,0.096679166
CTCFL,0.048152141
CTDNEP1,-0.110987492
CTDP1,-0.042505441
CTDSP1,-0.075168016
CTDSP2,-0.014647454
CTDSPL,0.0898341
CTDSPL2,-0.088779235
CTF1,-0.039961964
CTGF,0.018230919
CTH,0.036080019
CTHRC1,0.039693243
CTIF,0.063582471
CTLA4,0.02515305
CTNNA1,0.007074862
CTNNA2,0.012855617
CTNNA3,0.006100441
CTNNAL1,0.078053441
CTNNB1,0.01459097
CTNNBIP1,0.003626506
CTNNBL1,0.011664166
CTNND1,0.025171261
CTNND2,0.088546701
CTNS,-0.00449601
CTPS1,-0.081407892
CTPS2,-0.022296005
CTR9,0.043479652
CTRB1,-0.030512415
CTRB2,-0.016931937
CTRC,0.038777755
CTRL,-0.055533643
CTSA,0.03982184
CTSB,0.034463018
CTSC,0.081213574
CTSD,-0.018096887
CTSE,0.067213344
CTSF,0.089597245
CTSG,0.040561859
CTSH,0.051109846
CTSK,-0.035409572
CTSL,0.002302523
CTSO,0.014009748
CTSS,0.059191373
CTSV,0.040211958
CTSW,0.157901384
CTSZ,0.046908023
CTTN,0.085217819
CTTNBP2,-0.079564972
CTTNBP2NL,-0.013869495
CTU1,0.055252872
CTU2,-0.040487298
CTXN1,-0.019143647
CUBN,0.035127041
CUEDC1,-0.027319706
CUEDC2,0.060680104
CUL1,-0.083143018
CUL2,-0.075898388
CUL3,0.073235174
CUL4A,0.117997488
CUL4B,0.049457497
CUL5,-0.057833188
CUL7,-0.010411217
CUL9,-0.099032691
CUTA,-0.024514905
CUTC,0.031109672
CUX1,0.136854302
CUX2,0.012531165
CUZD1,-0.011110518
CWC15,0.009049168
CWC22,-0.043241412
CWC25,-0.055678739
CWC27,-0.043343157
CWF19L1,0.029556565
CWF19L2,0.017249149
CWH43,-0.048764919
CXADR,0.102455543
CXCL1,-0.02046964
CXCL10,-0.012356874
CXCL12,0.04047293
CXCL14,0.017869122
CXCL16,0.031444262
CXCL17,-0.027636898
CXCL2,-0.033299406
CXCL5,0.046577625
CXCL6,0.03617348
CXCL9,0.015489399
CXCR1,0.010039569
CXCR2,0.064412291
CXCR4,0.05441019
CXXC1,-0.054165709
CXXC4,-0.002678344
CXXC5,0.159178602
CXorf22,0.022184177
CXorf23,-0.017697456
CXorf27,0.030818027
CXorf36,0.013069004
CXorf38,0.010997184
CXorf40A,0.075945642
CXorf40B,0.034696168
CXorf56,0.052943178
CXorf57,0.045401461
CXorf58,-0.025351487
CXorf65,0.038079391
CYB561,0.01998689
CYB561A3,-0.003819986
CYB561D1,0.137614313
CYB561D2,-0.023188333
CYB5A,-0.023815928
CYB5B,-0.011278775
CYB5D1,0.021063296
CYB5D2,0.047066344
CYB5R1,-0.019675229
CYB5R2,-0.01075053
CYB5R3,-0.025804691
CYB5R4,0.018320534
CYB5RL,-0.044831896
CYBA,-0.028628568
CYBB,0.042254045
CYBRD1,0.138679215
CYC1,0.082796324
CYCS,-0.042065831
CYFIP1,-0.033863431
CYFIP2,0.02285189
CYGB,0.000956749
CYHR1,-0.100225776
CYLC1,0.024762809
CYLC2,0.008757642
CYLD,-0.043201921
CYP11A1,-0.004218352
CYP11B1,-0.033550919
CYP11B2,0.051748035
CYP17A1,0.026601943
CYP19A1,0.039306807
CYP1A1,0.131039638
CYP1A2,-0.009081375
CYP1B1,0.02561527
CYP20A1,0.012507613
CYP21A2,0.014185938
CYP24A1,-0.011578934
CYP26A1,0.049265778
CYP26B1,0.044573372
CYP27A1,0.009265675
CYP27B1,0.015670271
CYP27C1,0.13217183
CYP2A13,0.012331711
CYP2A6,-0.061223845
CYP2A7,0.007997321
CYP2B6,0.012664464
CYP2C18,0.012691045
CYP2C19,-0.056707935
CYP2C8,0.048881363
CYP2C9,0.017030742
CYP2D6,0.021986001
CYP2E1,-0.029565664
CYP2F1,-0.018790646
CYP2J2,0.025593615
CYP2R1,-0.009568482
CYP2S1,0.055995255
CYP2U1,0.023840359
CYP2W1,0.070252066
CYP39A1,-0.031154838
CYP3A4,0.034786459
CYP3A43,0.049884301
CYP3A5,0.005353603
CYP3A7,0.025962054
CYP46A1,0.121600313
CYP4A11,0.010324106
CYP4A22,0.052624828
CYP4B1,0.062380174
CYP4F11,0.011539889
CYP4F12,-0.120578479
CYP4F2,0.017178402
CYP4F22,0.083477263
CYP4F3,0.036957467
CYP4F8,-0.078807573
CYP4V2,-0.103606431
CYP4X1,0.108722601
CYP4Z1,0.009428582
CYP51A1,0.033533131
CYP7A1,0.031940548
CYP7B1,0.143598519
CYP8B1,-0.006094597
CYR61,-0.055132523
CYSLTR1,-0.000668053
CYSLTR2,0.017890169
CYSTM1,0.058694789
CYTH1,-0.012245445
CYTH2,0.044566059
CYTH3,0.08733499
CYTH4,-0.008389323
CYTIP,-0.016785814
CYTL1,0.138971204
D2HGDH,0.032922617
DAAM1,-0.02694326
DAAM2,0.063437094
DAB1,0.071467038
DAB2,-0.018405196
DAB2IP,-0.05405585
DACH1,0.067593899
DACH2,0.027397057
DACT1,0.017450033
DACT2,0.089183251
DACT3,0.022368057
DAD1,0.022050039
DAG1,-0.002516845
DAGLA,-0.011806829
DAGLB,0.023667678
DAK,0.011389305
DALRD3,-0.087876535
DAND5,0.069996511
DAO,0.099131213
DAOA,0.008409701
DAP,0.003968703
DAP3,0.043724278
DAPK1,0.004161375
DAPK2,-0.03184929
DAPK3,0.029966228
DAPP1,-0.072751621
DARS,0.009534174
DARS2,-0.064878184
DAXX,-0.020118902
DAZ1,-0.085578665
DAZ2,-0.107036497
DAZ3,0.003382432
DAZ4,-0.011653117
DAZAP1,0.037158614
DAZAP2,0.019429423
DAZL,0.067870445
DBF4,0.081421163
DBH,0.079455058
DBI,-0.043417963
DBN1,0.074454843
DBNDD1,0.080732305
DBNDD2,0.046514259
DBNL,-0.015796851
DBP,-0.005233093
DBR1,0.00851892
DBT,0.024604124
DBX1,-0.009897365
DBX2,-0.086165902
DCAF10,0.156911754
DCAF11,-0.074208955
DCAF12,0.084098352
DCAF12L1,0.026772431
DCAF12L2,-0.015578022
DCAF13,0.021253925
DCAF15,0.031744477
DCAF16,-0.049980987
DCAF17,-0.049714671
DCAF4,0.01027312
DCAF4L1,0.059445267
DCAF5,0.042690574
DCAF6,0.078379541
DCAF7,0.009409376
DCAF8L1,-0.030179391
DCAF8L2,-0.006433756
DCAKD,0.132157846
DCBLD1,0.015619862
DCBLD2,-0.060768408
DCC,0.044549537
DCD,-0.111589711
DCDC2,0.031369961
DCDC2B,0.061677564
DCHS1,0.039082057
DCHS2,0.034342468
DCK,-0.014437313
DCLK1,0.042278198
DCLK2,0.015392187
DCLK3,0.005709068
DCLRE1A,-0.027699713
DCLRE1B,0.012320121
DCLRE1C,0.020994887
DCN,0.024269083
DCP1A,0.014310271
DCP1B,0.046645962
DCP2,0.045838268
DCPS,0.035447718
DCST1,-0.031273925
DCST2,-0.033481636
DCSTAMP,0.017041875
DCT,-0.006064227
DCTD,-0.002251603
DCTN1,0.05015751
DCTN2,-0.022094362
DCTN3,-0.013760899
DCTN4,-0.058097739
DCTN5,-0.004860661
DCTN6,0.149636782
DCTPP1,0.051140925
DCUN1D1,-0.003525897
DCUN1D2,0.100674427
DCUN1D3,0.091026869
DCUN1D4,0.080552194
DCUN1D5,-0.012851267
DCX,0.05797754
DCXR,0.019609271
DDA1,-0.025355384
DDAH1,0.085354533
DDAH2,0.127147411
DDB1,5.70E-05
DDB2,0.018687066
DDC,0.01748067
DDHD1,-0.09662434
DDHD2,-0.114857754
DDI1,0.010478126
DDI2,0.024389963
DDIT3,-0.017777683
DDIT4,0.111313159
DDN,-0.066493181
DDO,0.030350353
DDOST,0.019219731
DDR1,-0.005599202
DDR2,0.072402087
DDRGK1,0.023057123
DDT,0.087095841
DDX1,0.029788504
DDX10,-0.021128959
DDX11,-0.027079053
DDX17,0.12951058
DDX18,0.057080889
DDX19A,-0.034697456
DDX19B,0.01246612
DDX20,0.026015092
DDX21,-0.034457542
DDX23,0.020214919
DDX24,0.039633122
DDX25,0.007030245
DDX26B,-0.054974909
DDX27,0.014894687
DDX28,-0.011610895
DDX31,0.007230182
DDX39A,-0.022761909
DDX39B,0.008542459
DDX3X,0.006654641
DDX3Y,-0.046328075
DDX4,-0.021029802
DDX41,0.011813894
DDX42,-0.030348635
DDX43,0.058961504
DDX46,0.036452845
DDX47,-0.013867457
DDX49,-0.111794539
DDX5,0.042277836
DDX50,-0.072963437
DDX51,-0.00338327
DDX52,0.001554102
DDX53,0.007269383
DDX54,0.036884508
DDX55,-0.01627593
DDX56,-0.045051674
DDX58,0.041770946
DDX59,0.016153347
DDX6,0.186370071
DDX60,-0.022729438
DDX60L,-0.057674483
DEAF1,0.006501287
01-Dec,0.073545875
DECR1,-0.001688605
DECR2,0.129281143
DEDD,0.040108819
DEDD2,0.020791914
DEF6,0.066872267
DEF8,-0.033667644
DEFB1,0.012537477
DEFB133,0.001882358
DEGS1,0.049464066
DEGS2,-0.037524009
DEK,0.028487112
DENND1A,-0.064745005
DENND1B,-0.001120608
DENND1C,0.012642346
DENND2A,0.033501458
DENND2C,-0.006111887
DENND2D,-0.12842722
DENND3,-0.071778297
DENND4A,0.059308656
DENND4B,-0.064490392
DENND4C,-0.045422386
DENND5A,-0.010235063
DENND5B,0.047687861
DENND6A,-0.000698713
DENND6B,-0.028543061
DENR,0.032841935
DEPDC1,0.015457033
DEPDC1B,0.010486519
DEPDC4,0.02436817
DEPDC5,-0.007541834
DEPDC7,0.005477199
DEPTOR,-0.018300258
DERA,-0.040169362
DERL1,0.053727469
DERL2,-0.0257529
DERL3,-0.055590822
DES,0.060654653
DESI1,-0.018256429
DESI2,-0.018114605
DET1,-0.013213936
DEXI,-0.001257597
DFFA,-0.044849398
DFFB,0.072599576
DFNA5,0.081451749
DFNB31,0.070950945
DFNB59,-0.05305618
DGAT1,0.018690606
DGAT2,0.071238602
DGAT2L6,0.008655419
DGCR14,0.027660184
DGCR2,0.019322966
DGCR6,-0.046879739
DGCR6L,-0.013424745
DGCR8,-0.060435208
DGKA,0.009642129
DGKB,-0.048435135
DGKD,0.069384521
DGKE,0.002308316
DGKG,-0.018851909
DGKH,0.052723002
DGKI,0.024832958
DGKK,0.09328465
DGKQ,0.016464074
DGKZ,0.140165867
DGUOK,-0.014149535
DHCR24,0.054580241
DHCR7,0.008692915
DHDDS,-0.031006423
DHDH,0.081855737
DHFR,0.030397489
DHFRL1,-0.017560311
DHH,0.153690728
DHODH,0.013991433
DHPS,0.009781695
DHRS1,0.031624893
DHRS11,-0.012710359
DHRS12,-0.017208537
DHRS13,0.013892051
DHRS2,-0.075396282
DHRS3,0.006213327
DHRS4,0.011719462
DHRS4L1,-0.067716494
DHRS4L2,0.035408931
DHRS7,0.000402592
DHRS7B,0.039374503
DHRS9,-0.045676508
DHRSX,0.0220595
DHTKD1,-0.065511778
DHX15,0.041715045
DHX16,0.034859522
DHX29,-0.042921037
DHX30,-0.019698813
DHX32,0.022471681
DHX33,0.044687325
DHX34,0.001337994
DHX35,0.008116216
DHX36,0.013528359
DHX37,0.050239215
DHX38,-0.002343046
DHX40,-0.022976125
DHX57,-0.034920469
DHX58,0.003621149
DHX8,-0.023542269
DHX9,0.026064312
DIABLO,0.025287759
DIAPH1,-0.002786053
DIAPH2,0.007705463
DIAPH3,-0.12476181
DICER1,0.08828422
DIDO1,-0.02782746
DIEXF,0.001098876
DIMT1,-0.054379466
DIO1,0.090024961
DIO3,0.193101739
DIP2A,0.011798079
DIP2B,-0.013850831
DIP2C,-0.036624447
DIRAS1,-0.031369818
DIRAS2,0.015435122
DIRAS3,-0.016809467
DIRC2,-0.004721112
DIS3,0.019429404
DIS3L,0.01109434
DIS3L2,-0.107487698
DISC1,-0.119321612
DISP1,0.018363918
DISP2,0.028566578
DIXDC1,-0.181265169
DKC1,-0.020670755
DKK1,0.007102175
DKK2,0.025638865
DKK3,0.039532252
DKK4,0.069444164
DKKL1,0.006266614
DLAT,-0.011477579
DLC1,0.041729541
DLD,-0.056496936
DLEC1,-0.01623155
DLG1,-0.097368157
DLG2,0.007117954
DLG3,-0.009760428
DLG4,-0.004888854
DLG5,0.023683648
DLGAP3,-0.134591945
DLGAP4,0.059310151
DLGAP5,0.021483126
DLK1,-0.080023108
DLK2,-0.031652351
DLL1,-0.015726968
DLL3,0.054712423
DLL4,-0.004841857
DLST,-0.007503825
DLX1,0.103532047
DLX2,-0.073288251
DLX3,-0.036514972
DLX4,0.03955078
DLX5,-0.009531094
DLX6,-0.023201027
DMAP1,-0.040210196
DMBT1,0.030507533
DMBX1,0.050492321
DMC1,-0.015219295
DMD,-0.018425401
DMGDH,-0.036640121
DMKN,-0.033466402
DMPK,0.0081812
DMRT1,0.01326029
DMRT2,-0.013417768
DMRT3,0.14910284
DMRTA1,0.003677236
DMRTA2,-0.02622094
DMRTB1,-0.033410471
DMRTC1B,0.076183668
DMRTC2,-0.00907305
DMTF1,-0.016680841
DMTN,-0.007381249
DMWD,-0.023094637
DMXL1,0.048909555
DMXL2,-0.005708878
DNA2,-0.029516195
DNAAF2,0.024941419
DNAAF3,0.036467094
DNAH1,0.084246742
DNAH10,-0.089763654
DNAH11,0.006797649
DNAH12,0.046045549
DNAH14,0.045097226
DNAH17,0.066357474
DNAH2,-0.10357038
DNAH3,0.036990911
DNAH5,-0.008985288
DNAH6,-0.021706929
DNAH7,0.034511472
DNAH8,0.033150138
DNAH9,-0.001670667
DNAI1,0.043278616
DNAI2,0.04261615
DNAJA1,-0.01931234
DNAJA2,0.032720543
DNAJA3,-0.055492616
DNAJA4,0.029855282
DNAJB1,0.079451044
DNAJB11,-0.118385449
DNAJB12,0.038252029
DNAJB13,0.052358747
DNAJB14,-0.05393098
DNAJB2,-0.014975372
DNAJB3,0.002160982
DNAJB4,0.01591644
DNAJB5,0.016870627
DNAJB6,0.080647891
DNAJB7,-0.013507899
DNAJB8,0.10802233
DNAJB9,0.00304476
DNAJC1,-0.030924202
DNAJC10,0.039666437
DNAJC11,-0.045157001
DNAJC12,0.030502373
DNAJC13,0.032020039
DNAJC14,-0.060052816
DNAJC15,0.019433161
DNAJC16,-0.02629361
DNAJC17,-0.090949855
DNAJC18,0.016409856
DNAJC19,0.060896044
DNAJC2,0.007223537
DNAJC21,0.281386655
DNAJC22,0.016050988
DNAJC24,-0.010566886
DNAJC25,0.047499334
DNAJC25-GNG10,0.04835598
DNAJC27,0.045524751
DNAJC28,0.088974067
DNAJC3,0.017454556
DNAJC30,-0.039425104
DNAJC4,0.037848477
DNAJC5,0.06629401
DNAJC5B,0.02943454
DNAJC5G,-0.017369182
DNAJC6,0.01165382
DNAJC7,-0.014174491
DNAJC8,-0.006474524
DNAJC9,0.037790365
DNAL1,-0.052829216
DNAL4,-0.034453936
DNALI1,0.061886538
DNASE1,-0.036237068
DNASE1L1,-0.021218357
DNASE1L2,0.062011043
DNASE1L3,0.066082016
DNASE2,-0.041951849
DNASE2B,0.044187717
DND1,0.060730643
DNER,0.037442786
DNHD1,0.156978563
DNLZ,-0.031310511
DNM1,-0.012968587
DNM1L,0.087759895
DNM2,0.040778184
DNM3,0.083347228
DNMBP,0.017363666
DNMT1,0.014571439
DNMT3A,-0.025771128
DNMT3B,0.05282719
DNMT3L,0.028887084
DNPEP,0.025974591
DNPH1,0.011688905
DNTT,-0.004018795
DNTTIP1,0.037362653
DNTTIP2,-0.031730313
DOC2A,0.209024206
DOC2B,-0.018183226
DOCK1,-0.068959037
DOCK10,-0.004904905
DOCK11,-0.104001773
DOCK2,0.009777546
DOCK3,-0.033987129
DOCK4,-0.06693342
DOCK5,-0.024659815
DOCK6,0.072076773
DOCK7,0.103463107
DOCK8,-0.043071878
DOCK9,-0.016302752
DOHH,-0.05938196
DOK1,0.063040007
DOK2,-0.001887932
DOK3,0.078031673
DOK4,-0.020290936
DOLK,-0.006472932
DOLPP1,-0.012892442
DONSON,0.03460346
DOPEY1,0.009614941
DOPEY2,-0.040511244
DOT1L,-0.049898189
DPAGT1,-0.02002135
DPCD,0.085102235
DPEP1,0.08170142
DPEP2,-0.019964999
DPEP3,0.037933041
DPF1,-0.038133587
DPF2,-0.019217871
DPF3,-0.095172938
DPH1,0.071434294
DPH2,0.083258304
DPH3,0.010113074
DPH3P1,0.025633027
DPH5,0.028940266
DPH6,0.061397565
DPH7,-0.014672259
DPM1,-0.002568636
DPM2,-0.014879008
DPM3,0.023414281
DPP10,-0.055661272
DPP3,0.003189278
DPP4,-0.012511338
DPP6,0.050228961
DPP7,-0.107223554
DPP8,0.102399352
DPP9,-0.075454962
DPPA2,0.014260412
DPPA5,-0.020371297
DPRX,0.016944009
DPT,-0.043613334
DPY19L1,-0.020941627
DPY19L3,-0.013223419
DPY19L4,-0.02879992
DPY30,0.03632227
DPYD,-0.105132132
DPYS,-0.053763881
DPYSL2,-0.036953173
DPYSL3,0.004150857
DPYSL4,-0.07316318
DPYSL5,0.005665934
DQX1,0.002191384
DR1,-0.005183359
DRAM1,0.084148259
DRAM2,-0.020799084
DRAP1,-0.076386331
DRD1,-0.120802386
DRD2,-0.023643595
DRD3,0.059327614
DRD4,0.132227207
DRD5,-0.006488103
DRG1,-0.057362612
DRG2,-0.057530889
DRGX,0.024358057
DROSHA,-0.014853107
DRP2,0.071931694
DSC2,0.012997797
DSC3,0.059611606
DSCAM,0.108988364
DSCAML1,0.070640719
DSCC1,-0.01334364
DSCR3,0.020585042
DSCR4,-0.111607592
DSE,0.051177217
DSG1,-0.009474832
DSG2,0.012451425
DSG4,0.053138706
DSN1,-0.046578125
DSP,-0.038889093
DST,-0.185734614
DSTN,0.061387402
DSTYK,-0.063468572
DTD1,-0.025640096
DTD2,-0.061291732
DTL,0.047049411
DTNB,-0.042352253
DTWD1,-0.021923609
DTWD2,0.01667437
DTX1,0.038640582
DTX2,0.016549333
DTX3,-0.01769438
DTX3L,0.076829396
DTX4,0.071709513
DTYMK,0.024093416
DUOX2,0.089727229
DUOXA1,-0.003098521
DUPD1,-0.022979802
DUS1L,-0.036234826
DUS2,0.052748663
DUS3L,0.014536807
DUS4L,0.006170055
DUSP1,-0.061671839
DUSP10,0.026376327
DUSP11,-0.032109462
DUSP12,-0.053737212
DUSP13,0.036633947
DUSP14,-0.036980152
DUSP15,-0.05401742
DUSP16,0.009614432
DUSP18,0.097156394
DUSP19,-0.057872746
DUSP2,-0.026624048
DUSP21,0.020514006
DUSP22,-0.000319128
DUSP23,0.062969988
DUSP26,-0.014650554
DUSP27,-0.024552405
DUSP28,-0.018941279
DUSP3,0.001867929
DUSP4,0.099085617
DUSP5,0.091557306
DUSP6,0.018837073
DUSP7,-0.074734381
DUSP8,0.015431308
DUSP9,0.146149834
DUT,0.03778062
DUX4,0.037814123
DUX4L2,-0.021799853
DUX4L3,-0.089962525
DUX4L4,-0.099721973
DUX4L5,0.058438642
DUX4L6,0.021369923
DUX4L7,0.041689212
DUXA,0.03699465
DVL1,0.035514339
DVL2,-0.009989559
DVL3,0.065197295
DYM,-0.040469843
DYNC1H1,-0.013045225
DYNC1I1,0.02384598
DYNC1I2,-0.031479455
DYNC1LI1,-0.054937263
DYNC1LI2,0.037284648
DYNC2H1,-0.014451557
DYNC2LI1,-0.068088121
DYNLL1,-0.135838547
DYNLL2,-0.105411867
DYNLRB1,0.057098815
DYNLRB2,0.076553484
DYNLT1,0.039323724
DYNLT3,-0.00658544
